EAR,MAR,TIME
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3684797175690364,0.16666666666666669,19:27:00.050908
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3684797175690364,0.16666666666666669,19:27:00.050908
0.3386681466685234,0.1,19:27:00.167880
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3684797175690364,0.16666666666666669,19:27:00.050908
0.3386681466685234,0.1,19:27:00.167880
0.36892873238917967,0.11380711874576983,19:27:00.283909
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3684797175690364,0.16666666666666669,19:27:00.050908
0.3386681466685234,0.1,19:27:00.167880
0.36892873238917967,0.11380711874576983,19:27:00.283909
0.34991078213400395,0.18834271799576283,19:27:00.399876
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3684797175690364,0.16666666666666669,19:27:00.050908
0.3386681466685234,0.1,19:27:00.167880
0.36892873238917967,0.11380711874576983,19:27:00.283909
0.34991078213400395,0.18834271799576283,19:27:00.399876
0.37200536930651357,0.160947570824873,19:27:00.515877
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3684797175690364,0.16666666666666669,19:27:00.050908
0.3386681466685234,0.1,19:27:00.167880
0.36892873238917967,0.11380711874576983,19:27:00.283909
0.34991078213400395,0.18834271799576283,19:27:00.399876
0.37200536930651357,0.160947570824873,19:27:00.515877
0.3391224055073632,0.1414213562373095,19:27:00.632879
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
0.24652951990757155,0.18834271799576283,19:26:59.815878
0.33370109671418224,0.11380711874576983,19:26:59.933878
0.3684797175690364,0.16666666666666669,19:27:00.050908
0.3386681466685234,0.1,19:27:00.167880
0.36892873238917967,0.11380711874576983,19:27:00.283909
0.34991078213400395,0.18834271799576283,19:27:00.399876
0.37200536930651357,0.160947570824873,19:27:00.515877
0.3391224055073632,0.1414213562373095,19:27:00.632879
0.3834923424239759,0.16881650340819931,19:27:00.749895
0.3477604821126313,0.1276142374915397,19:26:53.602829
0.3386866457571958,0.1,19:26:58.753911
0.32174679482177415,0.14120226591665966,19:26:58.869916
0.313676192555867,0.1,19:26:58.989915
0.28994594854473255,0.11380711874576983,19:26:59.107878
0.27101842630360506,0.160947570824873,19:26:59.229895
0.22468146667267944,0.18834271799576283,19:26:59.346910
0.23016948326150027,0.16881650340819931,19:26:59.463918
0.26352449775183917,0.15500938466242947,19:26:59.581877
0.2504180813593927,0.11380711874576983,19:26:59.697909
